vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment,review_comment
CVE-2025-6021,True,libxml2,2.15.3,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L160,False positive: libxml2 2.15.3+ is newer than the fixed upstream versions for these exact advisories.
CVE-2025-6170,True,libxml2,2.15.3,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L160,False positive: libxml2 2.15.3+ is newer than the fixed upstream versions for these exact advisories.
OSV-2021-777,True,libxml2,2.15.3,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L160,False positive: libxml2 2.15.3+ is newer than the fixed upstream versions for these exact advisories.
OSV-2024-698,False,libxml2,2.15.3,,,,https://osv.dev/vulnerability/OSV-2024-698,"OSV identifies the libxml2 OSS-Fuzz project and explicitly lists v2.15.3 affected; the record is not withdrawn. The xmlCharEncCloseFunc use-after-free is reached by HTML serialization (htmlSaveFileFormat), not every XML parse. The only scanned security patch is CVE-2026-11979 and does not establish a fix for this report. Nixpkgs https://github.com/NixOS/nixpkgs/pull/560087 merged 2.15.4 for other security issues; OSV has no fixed event here. No target-wide exclusion of HTML serialization was established. Keep active. Source: https://osv.dev/vulnerability/OSV-2024-698."
OSV-2026-565,False,libxml2,2.15.3,,,,https://osv.dev/vulnerability/OSV-2026-565,OSV identifies the libxml2 OSS-Fuzz project and explicitly lists v2.15.3 affected; the record is not withdrawn. The xmlFAParsePosCharGroup overflow is in XML Schema regular-expression parsing. OSV lists fix a7511af09f99995cdf81994db21f4eba564276b5 followed by reintroduction d1bccc480fd00b40c86ac26d3f3b6c91c46d18f7. Neither v2.15.3 nor v2.15.4 contains that exact fix by ancestry; a stable backport must be demonstrated separately. Scanned patches only cover CVE-2026-11979. Nixpkgs https://github.com/NixOS/nixpkgs/pull/560087 is not sufficient evidence that this separate OSV report is resolved. Keep active. Source: https://osv.dev/vulnerability/OSV-2026-565.
CVE-2013-6393,True,libyaml,0.1.4,,0.1.4,0.1.4,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L100,Incorrect component: this is Haskell libyaml 0.1.4 used by Pandoc; it links the separately scanned C libyaml 0.2.5 that these CVEs concern.
CVE-2014-2525,True,libyaml,0.1.4,,0.1.4,0.1.4,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L100,Incorrect component: this is Haskell libyaml 0.1.4 used by Pandoc; it links the separately scanned C libyaml 0.2.5 that these CVEs concern.
CVE-2021-43519,True,lua,5.2.4,,5.5.0,5.5.1,https://www.cve.org/CVERecord?id=CVE-2021-43519,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2021-35047,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://nvd.nist.gov/vuln/detail/CVE-2021-35047,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2021-35048,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2021-35049,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2021-35050,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-0486,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-0997,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24388,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24389,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24390,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24391,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24392,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24393,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
CVE-2022-24394,True,network,3.2.8.0,,3.2.8.0,3.2.9.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L209,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package."
OSV-2025-219,False,openjpeg,2.5.4,,,,https://github.com/uclouvain/openjpeg/pull/1621,"OSV identifies the openjpeg OSS-Fuzz project and explicitly lists v2.5.4 affected; the record is not withdrawn. The JPEG 2000 decoding overflow has an OSV fixed event d33cbecc148d3affcdf403211fddc2cc5d442379, merging https://github.com/uclouvain/openjpeg/pull/1621 with tile-part index bounds checks. The fix is not an ancestor of v2.5.4 and the scanned package has no patches. No Nixpkgs backport was found. Keep active. Source: https://osv.dev/vulnerability/OSV-2025-219."
CVE-2026-14456,False,openssl,3.6.3,,,,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: QUIC server listener accepts unlimited pending connections. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/4084152e040329ca0194c4c1750b9b46d00a5b6b; advisory https://openssl-library.org/news/secadv/20260813.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-14457,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: TLS raw-public-key mode with a private key but no certificate and a peer signature_algorithms_cert extension. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/581aaa0f0a35d214740f0fe1f5283ec41f1212e1; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-18798,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: QUIC server double-free after malformed Initial packet channel creation fails. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/70cebd74d3592f5272945501b58a60374c4e13af; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-54874,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: DTLS handshake buffering of future-epoch records amplifies memory usage. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/f52ffc11b90737ac89083909618dc2e1f42c561c; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-54876,False,openssl,3.6.3,,,,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: TLS client explicitly enables OCSP response-check verification flags and receives an empty response. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/155b5fe0f93365e6df1c56ee3606b121080c6c12; advisory https://openssl-library.org/news/secadv/20260805.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-63072,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: CMS_decrypt handles an AES-WRAP-PAD message and overruns its key-unwrap buffer. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/2a3dac874c8057c1f0186849bf1ede1ae7b6b756; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-63073,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: CMP client validates a malicious sender name against an expected sender or pinned server certificate. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/6a0acc072b4d37a7cac1252a29c1ce1f00c5ec29; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-63074,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: CMP server reuses a context and retains certificates from rejected messages. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/01e567978a55fba18142a230380c31296049fae7; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-63075,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: OpenSSL QUIC peer retains ACK-only packet metadata. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/bf84721c2548351176e367e6de505792f0118dc6; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-63076,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: CMP client/server processes a malformed PBM algorithm parameter before MAC verification. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/a7af46a92d0ce19a90e669ef56d2576a07924226; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2026-75803,False,openssl,3.6.3,,4.0.2,4.0.2,https://github.com/NixOS/nixpkgs/pull/557397,"Correct OpenSSL package; CNA affected range on this branch is >=3.6.0,<3.6.4, including scanned 3.6.3 in both lock states. Trigger: EVP_Cipher finalizes empty ChaCha20-Poly1305 or AES-OCB ciphertext without checking the authentication tag. NVD has no CPE configuration ranges yet; vendor/CNA data supplies the boundary. The two resolved current-scan derivations have no security backports or feature exclusions establishing immunity. Keep active; target-wide exclusion of this trigger has not been proven. Fixed by https://github.com/openssl/openssl/commit/3621257986e27e540bf96a11570929a6e5a9e05b; advisory https://openssl-library.org/news/secadv/20260825.txt. https://github.com/NixOS/nixpkgs/pull/557397 merged 3.6.4 on 2026-08-29, but both scans still resolve 3.6.3."
CVE-2015-4155,True,parallel,3.2.2.0,,3.3.0.0,3.3.0.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L236,"Incorrect package: CVEs affect GNU Parallel, not the Haskell parallel package."
CVE-2015-4156,True,parallel,3.2.2.0,,3.3.0.0,3.3.0.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L236,"Incorrect package: CVEs affect GNU Parallel, not the Haskell parallel package."
CVE-2015-4155,True,parallel,3.2.2.0-r10.cabal,,3.3.0.0,3.3.0.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L236,"Incorrect package: CVEs affect GNU Parallel, not the Haskell parallel package."
CVE-2015-4156,True,parallel,3.2.2.0-r10.cabal,,3.3.0.0,3.3.0.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L236,"Incorrect package: CVEs affect GNU Parallel, not the Haskell parallel package."
CVE-2026-56288,True,patch,2.8,,2.8,2.8,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L78,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-56289,True,patch,2.8,,2.8,2.8,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L78,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-13221,True,perl,5.42.3,,5.42.3,5.44.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L25,False positive: upstream Perl 5.42.3 includes fixes for all three CVEs. CVE-2026-8376 additionally affects only 32-bit builds while this target is x86_64-linux.
CVE-2026-57432,True,perl,5.42.3,,5.42.3,5.44.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L25,False positive: upstream Perl 5.42.3 includes fixes for all three CVEs. CVE-2026-8376 additionally affects only 32-bit builds while this target is x86_64-linux.
CVE-2026-8376,True,perl,5.42.3,,5.42.3,5.44.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L25,False positive: upstream Perl 5.42.3 includes fixes for all three CVEs. CVE-2026-8376 additionally affects only 32-bit builds while this target is x86_64-linux.
CVE-2026-13221,True,perl,5.42.3-binlore,,5.42.3,5.44.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L119,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-57432,True,perl,5.42.3-binlore,,5.42.3,5.44.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L119,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-8376,True,perl,5.42.3-binlore,,5.42.3,5.44.0,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L119,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-13346,True,pip,20.3.4-source,,26.1.2,26.2.1,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L105,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2023-37769,True,pixman,0.46.4,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L187,"False positive: CVE targets a pixman stress/test binary; the scanned pixman output contains the library and headers, not the vulnerable test binary."
CVE-2026-15310,True,python,2.7.18.12,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L135,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-19672,True,python,2.7.18.12,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L135,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2020-1171,True,python,3.14.6,,3.14.7,3.14.7,https://www.cve.org/CVERecord?id=CVE-2020-1171,"Incorrect package: CVE affects the Microsoft Visual Studio Code Python extension, not CPython."
CVE-2020-1192,True,python,3.14.6,,3.14.7,3.14.7,https://www.cve.org/CVERecord?id=CVE-2020-1192,"Incorrect package: CVE affects the Microsoft Visual Studio Code Python extension, not CPython."
CVE-2020-17163,True,python,3.14.6,,3.14.7,3.14.7,https://www.cve.org/CVERecord?id=CVE-2020-17163,"Incorrect package: CVE affects the Microsoft Visual Studio Code Python extension, not CPython."
CVE-2024-49050,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L156,"Incorrect package: advisory affects Microsoft VS Code Python extension, not CPython."
CVE-2025-15366,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2025-15367,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2025-49714,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L156,"Incorrect package: advisory affects Microsoft VS Code Python extension, not CPython."
CVE-2026-0864,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-11940,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-11972,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-12003,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-15308,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-15310,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-15806,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L34,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-17084,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L34,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-18503,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-19672,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-4360,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2026-6879,True,python,3.14.6,,3.14.7,3.14.7,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L31,Build-time-only derivation: absent from the installed dogfood scanner's runtime closure.
CVE-2025-15367,False,python3,3.14.7,,,,https://www.cve.org/CVERecord?id=CVE-2025-15367,"Correct CPython package. The CNA range is before 3.15.0a6, including 3.14.7, and no matching backport was confirmed in this runtime derivation. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2025-15367."
CVE-2026-15310,False,python3,3.14.7,,3.14.7,3.14.7,https://www.cve.org/CVERecord?id=CVE-2026-15310,"Correct CPython package. The CNA range is before 3.15.0rc2, including 3.14.7, and no matching backport was confirmed in this runtime derivation. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2026-15310."
CVE-2026-15806,False,python3,3.14.7,,,,https://www.cve.org/CVERecord?id=CVE-2026-15806,"Correct CPython package. The CNA range is before 3.15.0rc2, including 3.14.7, and no matching backport was confirmed in this runtime derivation. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2026-15806."
CVE-2026-17084,False,python3,3.14.7,,,,https://www.cve.org/CVERecord?id=CVE-2026-17084,"Correct CPython package. The CNA range is before 3.15.0rc2, including 3.14.7, and no matching backport was confirmed in this runtime derivation. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2026-17084."
CVE-2026-19672,False,python3,3.14.7,,3.14.7,3.14.7,https://www.cve.org/CVERecord?id=CVE-2026-19672,"Correct CPython package. The CNA range is before 3.16.0, including 3.14.7, and no matching backport was confirmed in this runtime derivation. Keep active. Source: https://www.cve.org/CVERecord?id=CVE-2026-19672."
CVE-2026-4360,True,python3,3.14.7,,,,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L33,Fixed in CPython 3.14.7; the official affected range ends before this version.
CVE-2019-11644,True,safe,0.3.21,,0.3.21,0.3.21,https://www.cve.org/CVERecord?id=CVE-2019-11644,"Incorrect package: CVE affects F-Secure SAFE products, not the Haskell safe package."
CVE-2021-33594,True,safe,0.3.21,,0.3.21,0.3.21,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L197,"Incorrect package: CVEs affect F-Secure SAFE products, not the Haskell safe package."
CVE-2021-33595,True,safe,0.3.21,,0.3.21,0.3.21,https://github.com/tiiuae/ghaf/blob/c6a22b335f38adcffe6b609bc99d140a0aa3967a/.github/flakevuln/manual_analysis.csv?plain=1#L197,"Incorrect package: CVEs affect F-Secure SAFE products, not the Haskell safe package."
